player_name,team,role,match_date,opponent,venue,fantasy_points
Kamlesh Nagarkoti,CHE,BOWL,2024-03-07,SRH,Narendra Modi Stadium,25.875030399091454
Kamlesh Nagarkoti,CHE,BOWL,2024-03-19,GT,Narendra Modi Stadium,19.247522513105128
Kamlesh Nagarkoti,CHE,BOWL,2023-05-07,GT,Eden Gardens,31.811236518562197
Kamlesh Nagarkoti,CHE,BOWL,2023-05-05,PBKS,Eden Gardens,26.98014984491308
Kamlesh Nagarkoti,CHE,BOWL,2023-05-06,SRH,M. Chinnaswamy Stadium,15.026220888554711
Kamlesh Nagarkoti,CHE,BOWL,2024-04-07,SRH,M. Chinnaswamy Stadium,13.056050751893528
Kamlesh Nagarkoti,CHE,BOWL,2024-04-14,GT,Wankhede Stadium,30.442325247491624
Kamlesh Nagarkoti,CHE,BOWL,2024-03-05,LSG,Punjab Cricket Association Stadium,14.18902346547521
Kamlesh Nagarkoti,CHE,BOWL,2023-04-12,GT,Wankhede Stadium,22.27964187249594
Kamlesh Nagarkoti,CHE,BOWL,2024-05-15,RCB,Punjab Cricket Association Stadium,27.25840174346993
Kamlesh Nagarkoti,CHE,BOWL,2023-05-28,DC,Eden Gardens,43.336514193277495
Kamlesh Nagarkoti,CHE,BOWL,2024-05-09,RR,Eden Gardens,17.87804229613756
Kamlesh Nagarkoti,CHE,BOWL,2024-03-27,LSG,M. A. Chidambaram Stadium,18.871408588751866
Kamlesh Nagarkoti,CHE,BOWL,2024-03-24,CSK,Rajiv Gandhi International Stadium,15.603413260238916
Kamlesh Nagarkoti,CHE,BOWL,2024-05-01,KKR,Wankhede Stadium,28.054479119328175
Kamlesh Nagarkoti,CHE,BOWL,2024-03-26,PBKS,Arun Jaitley Stadium,27.611876313288928
Rachin Ravindra,CHE,BAT,2023-05-10,GT,Eden Gardens,30.69175640966578
Rachin Ravindra,CHE,BAT,2024-03-31,RCB,Eden Gardens,50.89188790838351
Rachin Ravindra,CHE,BAT,2024-03-08,CSK,Sawai Mansingh Stadium,33.71034746759368
Rachin Ravindra,CHE,BAT,2024-03-29,RR,Sawai Mansingh Stadium,29.21367154166502
Rachin Ravindra,CHE,BAT,2023-05-23,KKR,Punjab Cricket Association Stadium,28.788464275705007
Rachin Ravindra,CHE,BAT,2023-04-16,RCB,Rajiv Gandhi International Stadium,27.326805309312014
Rachin Ravindra,CHE,BAT,2024-04-25,KKR,Wankhede Stadium,37.24135609596392
Rachin Ravindra,CHE,BAT,2023-05-15,RCB,Wankhede Stadium,57.46882643685695
Rachin Ravindra,CHE,BAT,2024-04-25,PBKS,Narendra Modi Stadium,31.663302084688773
Rachin Ravindra,CHE,BAT,2024-05-04,KKR,Rajiv Gandhi International Stadium,71.11193995827946
Rachin Ravindra,CHE,BAT,2024-04-15,GT,Eden Gardens,41.5652284088561
Rachin Ravindra,CHE,BAT,2024-05-21,KKR,M. A. Chidambaram Stadium,45.719465759848276
Rachin Ravindra,CHE,BAT,2024-03-13,SRH,M. Chinnaswamy Stadium,48.15966488835109
Rachin Ravindra,CHE,BAT,2024-03-24,SRH,Punjab Cricket Association Stadium,20.2412194606619
Rachin Ravindra,CHE,BAT,2023-04-16,DC,Narendra Modi Stadium,31.02096362875937
Rachin Ravindra,CHE,BAT,2024-04-06,RR,M. Chinnaswamy Stadium,6.804959736269253
Rachin Ravindra,CHE,BAT,2024-05-14,DC,M. A. Chidambaram Stadium,57.06974620870707
Rachin Ravindra,CHE,BAT,2023-04-16,RR,M. A. Chidambaram Stadium,33.7141095080385
Rachin Ravindra,CHE,BAT,2024-04-09,KKR,Rajiv Gandhi International Stadium,23.827362608449494
Rachin Ravindra,CHE,BAT,2024-03-20,LSG,Eden Gardens,38.90278598396953
Rachin Ravindra,CHE,BAT,2024-05-18,GT,Narendra Modi Stadium,32.64487248846521
Rachin Ravindra,CHE,BAT,2024-04-21,PBKS,Eden Gardens,26.06483590532236
Rachin Ravindra,CHE,BAT,2023-05-11,PBKS,M. Chinnaswamy Stadium,45.952333469495784
Rachin Ravindra,CHE,BAT,2024-03-22,RR,M. Chinnaswamy Stadium,48.73586522178729
Rachin Ravindra,CHE,BAT,2024-04-19,RCB,Sawai Mansingh Stadium,60.88827986552962
Rachin Ravindra,CHE,BAT,2023-05-05,RCB,Rajiv Gandhi International Stadium,39.668428724642354
Khaleel Ahmed,CHE,BOWL,2023-04-20,RR,Eden Gardens,56.45835527033017
Khaleel Ahmed,CHE,BOWL,2024-05-01,KKR,Rajiv Gandhi International Stadium,31.762288012589806
Khaleel Ahmed,CHE,BOWL,2024-04-10,KKR,Eden Gardens,26.568128753468375
Khaleel Ahmed,CHE,BOWL,2024-04-19,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,70.67587780678902
Khaleel Ahmed,CHE,BOWL,2024-04-22,CSK,M. Chinnaswamy Stadium,29.814588210892417
Khaleel Ahmed,CHE,BOWL,2023-05-25,MI,Narendra Modi Stadium,52.53342717616957
Khaleel Ahmed,CHE,BOWL,2024-03-07,RCB,Arun Jaitley Stadium,30.80915253603913
Khaleel Ahmed,CHE,BOWL,2024-04-20,DC,Sawai Mansingh Stadium,52.946489968067254
Khaleel Ahmed,CHE,BOWL,2023-04-05,SRH,Narendra Modi Stadium,51.73816860869331
Khaleel Ahmed,CHE,BOWL,2023-04-24,LSG,Eden Gardens,28.999198859361247
Khaleel Ahmed,CHE,BOWL,2024-03-16,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,16.7860772140617
Khaleel Ahmed,CHE,BOWL,2024-04-07,SRH,M. A. Chidambaram Stadium,57.401641531549664
Khaleel Ahmed,CHE,BOWL,2023-05-09,SRH,M. A. Chidambaram Stadium,40.61674272510053
Khaleel Ahmed,CHE,BOWL,2024-05-12,SRH,Rajiv Gandhi International Stadium,53.780313760705745
Khaleel Ahmed,CHE,BOWL,2024-03-09,KKR,Punjab Cricket Association Stadium,33.68925133434367
Khaleel Ahmed,CHE,BOWL,2024-04-20,PBKS,M. Chinnaswamy Stadium,54.94520715317821
Khaleel Ahmed,CHE,BOWL,2024-05-27,LSG,M. A. Chidambaram Stadium,22.583958541661563
Khaleel Ahmed,CHE,BOWL,2024-04-06,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,40.32489249787212
Khaleel Ahmed,CHE,BOWL,2023-05-25,RR,Narendra Modi Stadium,41.4504331034739
Khaleel Ahmed,CHE,BOWL,2023-05-30,RR,Sawai Mansingh Stadium,33.61977524796663
Khaleel Ahmed,CHE,BOWL,2023-05-01,SRH,Punjab Cricket Association Stadium,40.62316785464138
Khaleel Ahmed,CHE,BOWL,2023-04-14,SRH,Narendra Modi Stadium,49.96838284380268
Khaleel Ahmed,CHE,BOWL,2023-05-20,SRH,Eden Gardens,23.112130938087464
Khaleel Ahmed,CHE,BOWL,2024-05-19,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,82.15187013549952
Khaleel Ahmed,CHE,BOWL,2023-05-06,LSG,Wankhede Stadium,23.32111489307928
Shivam Dube,CHE,BAT,2023-05-15,CSK,Narendra Modi Stadium,35.81518188507883
Shivam Dube,CHE,BAT,2024-04-08,RR,M. A. Chidambaram Stadium,9.339817275285467
Shivam Dube,CHE,BAT,2023-04-13,MI,M. Chinnaswamy Stadium,47.74212510825403
Shivam Dube,CHE,BAT,2024-03-03,GT,Punjab Cricket Association Stadium,22.40748929932391
Shivam Dube,CHE,BAT,2024-04-14,KKR,Arun Jaitley Stadium,28.300356179794196
Shivam Dube,CHE,BAT,2024-04-13,DC,M. A. Chidambaram Stadium,62.57144690128022
Shivam Dube,CHE,BAT,2024-03-11,RCB,Eden Gardens,43.46541211657078
Shivam Dube,CHE,BAT,2023-05-31,DC,Rajiv Gandhi International Stadium,5.290727760645594
Shivam Dube,CHE,BAT,2024-04-13,MI,Eden Gardens,38.64486344155305
Shivam Dube,CHE,BAT,2024-03-17,GT,Wankhede Stadium,9.218157100248701
Shivam Dube,CHE,BAT,2023-04-22,LSG,Rajiv Gandhi International Stadium,46.21232735533386
Shivam Dube,CHE,BAT,2024-05-23,DC,Sawai Mansingh Stadium,49.29267911951022
Shivam Dube,CHE,BAT,2023-04-10,CSK,Punjab Cricket Association Stadium,37.35984333194772
Shivam Dube,CHE,BAT,2023-04-09,LSG,Narendra Modi Stadium,25.739100819875755
Shivam Dube,CHE,BAT,2024-03-10,KKR,Arun Jaitley Stadium,37.820984420135616
Shivam Dube,CHE,BAT,2023-05-12,LSG,M. A. Chidambaram Stadium,43.63992513200927
Shivam Dube,CHE,BAT,2023-04-08,RCB,Sawai Mansingh Stadium,37.555212875582704
Shivam Dube,CHE,BAT,2024-04-26,LSG,Rajiv Gandhi International Stadium,49.389523737473944
Shivam Dube,CHE,BAT,2024-05-26,SRH,Punjab Cricket Association Stadium,50.0068690857531
Shivam Dube,CHE,BAT,2024-05-19,SRH,Eden Gardens,10.965859515136007
Shivam Dube,CHE,BAT,2024-04-01,PBKS,Eden Gardens,47.025864403246885
Shivam Dube,CHE,BAT,2023-04-16,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,38.24981901175847
Shivam Dube,CHE,BAT,2023-05-30,MI,Wankhede Stadium,5.741567152842034
Shivam Dube,CHE,BAT,2024-03-22,MI,Eden Gardens,33.140428388600625
Shivam Dube,CHE,BAT,2024-04-12,KKR,Sawai Mansingh Stadium,41.73648156016682
Shivam Dube,CHE,BAT,2024-03-19,PBKS,Arun Jaitley Stadium,59.58081689632779
Rahul Tripathi,CHE,BAT,2023-05-20,LSG,Sawai Mansingh Stadium,42.26458538734737
Rahul Tripathi,CHE,BAT,2024-05-13,MI,Sawai Mansingh Stadium,26.107378663669873
Rahul Tripathi,CHE,BAT,2023-04-25,GT,Rajiv Gandhi International Stadium,27.999252722746895
Rahul Tripathi,CHE,BAT,2024-04-19,DC,Rajiv Gandhi International Stadium,6.665590370469248
Rahul Tripathi,CHE,BAT,2023-05-31,PBKS,Eden Gardens,17.32174139367094
Rahul Tripathi,CHE,BAT,2024-03-14,PBKS,Rajiv Gandhi International Stadium,34.96297866325088
Rahul Tripathi,CHE,BAT,2024-03-12,GT,Rajiv Gandhi International Stadium,44.20428096937608
Rahul Tripathi,CHE,BAT,2024-05-03,KKR,Narendra Modi Stadium,29.561188735094568
Rahul Tripathi,CHE,BAT,2024-04-28,PBKS,Rajiv Gandhi International Stadium,41.27059877878569
Rahul Tripathi,CHE,BAT,2023-05-14,RR,Eden Gardens,25.399705128128048
Rahul Tripathi,CHE,BAT,2024-05-10,SRH,M. Chinnaswamy Stadium,31.356542725436512
Rahul Tripathi,CHE,BAT,2024-04-02,RR,Eden Gardens,41.04654551015219
Rahul Tripathi,CHE,BAT,2023-05-03,SRH,Rajiv Gandhi International Stadium,9.26490392203886
Rahul Tripathi,CHE,BAT,2023-05-26,MI,Wankhede Stadium,11.562994590054844
Rahul Tripathi,CHE,BAT,2024-04-24,LSG,Rajiv Gandhi International Stadium,42.0702096129378
Rahul Tripathi,CHE,BAT,2024-05-19,DC,M. Chinnaswamy Stadium,34.07849081174696
Rahul Tripathi,CHE,BAT,2023-04-15,GT,Wankhede Stadium,34.39385774134959
Rahul Tripathi,CHE,BAT,2023-04-24,RCB,Rajiv Gandhi International Stadium,47.51406905256549
Rahul Tripathi,CHE,BAT,2024-04-02,GT,Wankhede Stadium,50.058675586613695
Rahul Tripathi,CHE,BAT,2023-04-21,MI,Wankhede Stadium,83.79644071472748
Rahul Tripathi,CHE,BAT,2024-03-26,GT,Wankhede Stadium,37.40073974960432
Rahul Tripathi,CHE,BAT,2024-04-11,KKR,Rajiv Gandhi International Stadium,67.09222410065918
Rahul Tripathi,CHE,BAT,2023-04-08,RR,Narendra Modi Stadium,55.45557348695827
Rahul Tripathi,CHE,BAT,2024-05-02,CSK,Narendra Modi Stadium,25.377941479555602
Rahul Tripathi,CHE,BAT,2024-04-19,KKR,Rajiv Gandhi International Stadium,21.741600421593027
Sam Curran,CHE,AR,2024-05-06,PBKS,Punjab Cricket Association Stadium,56.74260782940597
Sam Curran,CHE,AR,2024-04-10,RR,Sawai Mansingh Stadium,98.83053057563794
Sam Curran,CHE,AR,2024-05-21,GT,Narendra Modi Stadium,49.500467431650556
Sam Curran,CHE,AR,2024-04-23,PBKS,Punjab Cricket Association Stadium,29.3599868846155
Sam Curran,CHE,AR,2024-05-13,RR,Rajiv Gandhi International Stadium,53.88759135700061
Sam Curran,CHE,AR,2023-05-01,RCB,Wankhede Stadium,21.16714464166767
Sam Curran,CHE,AR,2024-05-25,LSG,M. Chinnaswamy Stadium,15.705115307927525
Sam Curran,CHE,AR,2023-04-05,RR,Punjab Cricket Association Stadium,39.39244241620112
Sam Curran,CHE,AR,2024-04-26,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,26.94460770565585
Sam Curran,CHE,AR,2024-04-14,MI,Wankhede Stadium,63.18260083814804
Sam Curran,CHE,AR,2023-05-24,SRH,Wankhede Stadium,31.641731502917363
Sam Curran,CHE,AR,2024-03-28,PBKS,Sawai Mansingh Stadium,28.96019738723232
Sam Curran,CHE,AR,2024-03-05,DC,Wankhede Stadium,57.38069880078592
Sam Curran,CHE,AR,2023-04-02,PBKS,Wankhede Stadium,12.28681114890394
Sam Curran,CHE,AR,2024-04-10,SRH,Rajiv Gandhi International Stadium,45.84267165008119
Sam Curran,CHE,AR,2024-04-08,PBKS,Eden Gardens,67.6436320938605
Sam Curran,CHE,AR,2023-05-15,KKR,Rajiv Gandhi International Stadium,26.678043880849145
Sam Curran,CHE,AR,2023-05-19,LSG,M. A. Chidambaram Stadium,10.336219896707567
Sam Curran,CHE,AR,2023-05-25,LSG,Rajiv Gandhi International Stadium,78.99851044087112
Sam Curran,CHE,AR,2024-05-17,LSG,Punjab Cricket Association Stadium,38.273026416130584
Sam Curran,CHE,AR,2024-05-05,CSK,Arun Jaitley Stadium,54.59226917699551
Sam Curran,CHE,AR,2023-04-20,KKR,M. Chinnaswamy Stadium,54.97276489601517
Sam Curran,CHE,AR,2023-05-12,CSK,Eden Gardens,40.01051375769991
Sam Curran,CHE,AR,2023-03-31,DC,Arun Jaitley Stadium,36.23884393815507
Sam Curran,CHE,AR,2024-03-26,RCB,Punjab Cricket Association Stadium,86.08498509224644
Shreyas Gopal,CHE,BOWL,2024-04-17,CSK,Wankhede Stadium,34.47819115449704
Shreyas Gopal,CHE,BOWL,2024-05-14,PBKS,Sawai Mansingh Stadium,41.37080782679813
Shreyas Gopal,CHE,BOWL,2024-04-11,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,24.82872704267706
Shreyas Gopal,CHE,BOWL,2023-05-04,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,17.562633593923366
Shreyas Gopal,CHE,BOWL,2024-03-11,KKR,Rajiv Gandhi International Stadium,46.755274228527746
Shreyas Gopal,CHE,BOWL,2023-05-26,MI,Wankhede Stadium,30.796287984003147
Shreyas Gopal,CHE,BOWL,2024-03-27,GT,Narendra Modi Stadium,29.29174889226714
Shreyas Gopal,CHE,BOWL,2023-05-15,RCB,M. Chinnaswamy Stadium,37.855363898142926
Shreyas Gopal,CHE,BOWL,2024-03-25,MI,M. A. Chidambaram Stadium,32.915942621665934
Shreyas Gopal,CHE,BOWL,2023-04-16,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,32.965222661686354
Shreyas Gopal,CHE,BOWL,2024-05-06,CSK,Arun Jaitley Stadium,38.46779907997426
Shreyas Gopal,CHE,BOWL,2024-05-06,SRH,Arun Jaitley Stadium,14.694755353724887
Shreyas Gopal,CHE,BOWL,2023-03-31,KKR,Sawai Mansingh Stadium,50.60176782146684
Shreyas Gopal,CHE,BOWL,2024-05-11,CSK,M. Chinnaswamy Stadium,44.619014292280646
Shreyas Gopal,CHE,BOWL,2023-04-23,PBKS,Rajiv Gandhi International Stadium,45.913219847376986
Shreyas Gopal,CHE,BOWL,2024-05-24,PBKS,M. Chinnaswamy Stadium,27.16958901186954
Shreyas Gopal,CHE,BOWL,2024-05-26,DC,Narendra Modi Stadium,25.09224330252441
Shreyas Gopal,CHE,BOWL,2024-04-15,KKR,Narendra Modi Stadium,56.158180221221826
Shreyas Gopal,CHE,BOWL,2023-04-08,KKR,Rajiv Gandhi International Stadium,46.1959243809955
Shreyas Gopal,CHE,BOWL,2024-03-17,LSG,Sawai Mansingh Stadium,52.15889495685994
Shreyas Gopal,CHE,BOWL,2023-04-11,DC,Sawai Mansingh Stadium,40.10547461505047
Shreyas Gopal,CHE,BOWL,2023-05-26,KKR,Rajiv Gandhi International Stadium,10.751613698482974
Shreyas Gopal,CHE,BOWL,2024-04-12,GT,Narendra Modi Stadium,14.19538152642056
Deepak Hooda,CHE,BAT,2023-05-01,KKR,Eden Gardens,34.6246789779285
Deepak Hooda,CHE,BAT,2024-03-09,KKR,Narendra Modi Stadium,20.19196483453898
Deepak Hooda,CHE,BAT,2023-05-17,RR,M. Chinnaswamy Stadium,34.4523632899108
Deepak Hooda,CHE,BAT,2023-05-09,KKR,Eden Gardens,30.846414189214205
Deepak Hooda,CHE,BAT,2024-04-08,MI,Sawai Mansingh Stadium,26.24254970976965
Deepak Hooda,CHE,BAT,2024-04-03,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,45.697776818357404
Deepak Hooda,CHE,BAT,2024-04-01,RCB,Punjab Cricket Association Stadium,33.431797028340405
Deepak Hooda,CHE,BAT,2023-05-05,PBKS,Punjab Cricket Association Stadium,40.072394840264785
Deepak Hooda,CHE,BAT,2024-03-15,GT,Sawai Mansingh Stadium,27.89959922050437
Deepak Hooda,CHE,BAT,2024-05-24,GT,M. Chinnaswamy Stadium,39.30984190167701
Deepak Hooda,CHE,BAT,2024-05-28,SRH,Wankhede Stadium,46.25552448072529
Deepak Hooda,CHE,BAT,2023-04-18,DC,Sawai Mansingh Stadium,62.14190985371313
Deepak Hooda,CHE,BAT,2024-03-17,GT,M. A. Chidambaram Stadium,34.488865920437576
Deepak Hooda,CHE,BAT,2023-04-22,SRH,Rajiv Gandhi International Stadium,10.740863268544045
Deepak Hooda,CHE,BAT,2024-05-27,KKR,Eden Gardens,29.803237688371986
Deepak Hooda,CHE,BAT,2024-04-04,PBKS,Rajiv Gandhi International Stadium,48.96878438913522
Deepak Hooda,CHE,BAT,2023-05-19,DC,Sawai Mansingh Stadium,33.36860504780588
Deepak Hooda,CHE,BAT,2024-03-10,DC,M. A. Chidambaram Stadium,36.309066934382734
Deepak Hooda,CHE,BAT,2024-03-06,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,58.32438966354186
Deepak Hooda,CHE,BAT,2024-03-07,GT,Wankhede Stadium,25.090011448937275
Deepak Hooda,CHE,BAT,2023-05-16,CSK,M. A. Chidambaram Stadium,42.31835106817555
Deepak Hooda,CHE,BAT,2024-03-04,CSK,Wankhede Stadium,33.09462592801575
Deepak Hooda,CHE,BAT,2024-03-06,GT,Sawai Mansingh Stadium,56.08687805549364
Deepak Hooda,CHE,BAT,2024-04-05,CSK,Sawai Mansingh Stadium,45.29420191522198
Devon Conway,CHE,WK,2024-05-23,GT,Punjab Cricket Association Stadium,37.05840893709626
Devon Conway,CHE,WK,2024-04-28,LSG,Eden Gardens,32.40119044836538
Devon Conway,CHE,WK,2024-05-16,LSG,Rajiv Gandhi International Stadium,44.47258665648757
Devon Conway,CHE,WK,2024-05-22,SRH,Punjab Cricket Association Stadium,27.961448432297242
Devon Conway,CHE,WK,2024-05-14,DC,M. Chinnaswamy Stadium,54.958784949181776
Devon Conway,CHE,WK,2024-04-29,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,54.95696303564142
Devon Conway,CHE,WK,2023-05-27,LSG,M. Chinnaswamy Stadium,32.9271498094226
Devon Conway,CHE,WK,2023-05-05,CSK,M. Chinnaswamy Stadium,46.77897235137011
Devon Conway,CHE,WK,2024-03-20,KKR,M. A. Chidambaram Stadium,55.13618680051818
Devon Conway,CHE,WK,2024-03-23,RR,Rajiv Gandhi International Stadium,38.65367679629181
Devon Conway,CHE,WK,2024-03-26,PBKS,Eden Gardens,55.013297020048775
Devon Conway,CHE,WK,2024-03-15,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,26.978693012368286
Devon Conway,CHE,WK,2023-04-14,PBKS,Arun Jaitley Stadium,43.729706761373485
Devon Conway,CHE,WK,2024-03-04,LSG,Rajiv Gandhi International Stadium,50.083629194709644
Devon Conway,CHE,WK,2023-03-31,MI,Narendra Modi Stadium,41.06538907802734
Devon Conway,CHE,WK,2024-03-03,RR,Rajiv Gandhi International Stadium,45.15133380955692
Devon Conway,CHE,WK,2023-04-06,KKR,M. Chinnaswamy Stadium,43.17206151481767
Devon Conway,CHE,WK,2024-03-24,GT,Wankhede Stadium,71.21546450322184
Devon Conway,CHE,WK,2023-04-16,DC,M. A. Chidambaram Stadium,36.71442580005826
Devon Conway,CHE,WK,2023-04-27,GT,Eden Gardens,64.23764850676557
Devon Conway,CHE,WK,2024-03-20,DC,M. A. Chidambaram Stadium,33.196807751168784
Devon Conway,CHE,WK,2024-04-30,PBKS,Rajiv Gandhi International Stadium,45.40315822848298
Devon Conway,CHE,WK,2023-05-30,KKR,Arun Jaitley Stadium,37.1658052001014
Devon Conway,CHE,WK,2024-04-11,DC,M. Chinnaswamy Stadium,36.75278837705845
Devon Conway,CHE,WK,2024-05-22,PBKS,Eden Gardens,57.354372887771405
Devon Conway,CHE,WK,2023-04-01,RCB,Rajiv Gandhi International Stadium,36.49554833733571
Jamie Overton,CHE,AR,2024-05-23,LSG,M. Chinnaswamy Stadium,31.684334444986753
Jamie Overton,CHE,AR,2024-05-17,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,33.80309147553064
Jamie Overton,CHE,AR,2024-03-07,KKR,M. Chinnaswamy Stadium,21.087056374088366
Jamie Overton,CHE,AR,2023-05-17,MI,M. Chinnaswamy Stadium,17.163302449742755
Jamie Overton,CHE,AR,2023-04-24,RR,Sawai Mansingh Stadium,23.70106834237017
Jamie Overton,CHE,AR,2024-03-09,GT,M. A. Chidambaram Stadium,57.7004465993885
Jamie Overton,CHE,AR,2024-03-23,KKR,Sawai Mansingh Stadium,60.96351463780031
Jamie Overton,CHE,AR,2024-03-27,RCB,Wankhede Stadium,34.82537605709598
Jamie Overton,CHE,AR,2023-04-25,PBKS,M. A. Chidambaram Stadium,47.01907768219515
Jamie Overton,CHE,AR,2024-03-25,LSG,Eden Gardens,23.936789173913223
Jamie Overton,CHE,AR,2024-04-09,PBKS,Arun Jaitley Stadium,39.52891325646184
Jamie Overton,CHE,AR,2023-05-19,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,35.74254466340916
Jamie Overton,CHE,AR,2023-05-16,MI,Punjab Cricket Association Stadium,46.07634640164378
Jamie Overton,CHE,AR,2024-05-08,RR,Eden Gardens,7.079722374900126
Jamie Overton,CHE,AR,2023-05-16,GT,Narendra Modi Stadium,21.345181612635823
Jamie Overton,CHE,AR,2024-04-22,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,32.3699089062327
Jamie Overton,CHE,AR,2024-03-01,LSG,Wankhede Stadium,9.209790472000188
Jamie Overton,CHE,AR,2024-03-06,LSG,Rajiv Gandhi International Stadium,33.2648643508992
Jamie Overton,CHE,AR,2023-05-19,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,42.05798850164046
Jamie Overton,CHE,AR,2024-05-18,PBKS,Eden Gardens,63.29186794811964
Jamie Overton,CHE,AR,2023-05-04,PBKS,M. Chinnaswamy Stadium,21.609376586210765
Jamie Overton,CHE,AR,2023-05-11,LSG,Arun Jaitley Stadium,5.245090402865118
Jamie Overton,CHE,AR,2024-03-06,KKR,M. A. Chidambaram Stadium,17.798826524757715
Vijay Shankar,CHE,BAT,2023-05-05,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,38.336809961080924
Vijay Shankar,CHE,BAT,2023-05-30,CSK,M. A. Chidambaram Stadium,29.613958602868212
Vijay Shankar,CHE,BAT,2024-04-10,RCB,Wankhede Stadium,22.746337632695756
Vijay Shankar,CHE,BAT,2024-03-20,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50.17152258224497
Vijay Shankar,CHE,BAT,2024-03-18,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20.049747822125664
Vijay Shankar,CHE,BAT,2024-03-21,MI,Arun Jaitley Stadium,13.88749346042323
Vijay Shankar,CHE,BAT,2023-03-31,MI,Narendra Modi Stadium,26.813488850543635
Vijay Shankar,CHE,BAT,2023-04-08,KKR,Narendra Modi Stadium,20.521797601999673
Vijay Shankar,CHE,BAT,2024-04-08,CSK,M. Chinnaswamy Stadium,22.453222464245687
Vijay Shankar,CHE,BAT,2024-05-13,RCB,Sawai Mansingh Stadium,63.594125004264754
Vijay Shankar,CHE,BAT,2024-03-11,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,40.776464333143295
Vijay Shankar,CHE,BAT,2024-03-14,CSK,Eden Gardens,29.106116032239203
Vijay Shankar,CHE,BAT,2024-04-16,RCB,Arun Jaitley Stadium,48.8127627260427
Vijay Shankar,CHE,BAT,2024-03-21,DC,M. A. Chidambaram Stadium,45.85118291443529
Vijay Shankar,CHE,BAT,2024-04-09,GT,Eden Gardens,21.60535042195373
Vijay Shankar,CHE,BAT,2024-05-14,RCB,Punjab Cricket Association Stadium,48.21701466232961
Vijay Shankar,CHE,BAT,2024-03-20,KKR,Punjab Cricket Association Stadium,17.937361682622655
Vijay Shankar,CHE,BAT,2024-03-31,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,62.86413411369121
Vijay Shankar,CHE,BAT,2023-05-02,RCB,Eden Gardens,68.86063858877226
Vijay Shankar,CHE,BAT,2024-05-28,KKR,M. Chinnaswamy Stadium,30.251513732507767
Vijay Shankar,CHE,BAT,2024-05-09,RR,Rajiv Gandhi International Stadium,48.52929966292324
Vijay Shankar,CHE,BAT,2023-05-06,KKR,Rajiv Gandhi International Stadium,46.92944464165365
Vijay Shankar,CHE,BAT,2024-04-16,KKR,Eden Gardens,43.959795284106775
Ravichandran Ashwin,CHE,AR,2023-05-15,KKR,Narendra Modi Stadium,54.93870088939104
Ravichandran Ashwin,CHE,AR,2024-03-12,RCB,Punjab Cricket Association Stadium,22.9401980403756
Ravichandran Ashwin,CHE,AR,2024-05-18,GT,Sawai Mansingh Stadium,64.8326701350213
Ravichandran Ashwin,CHE,AR,2023-04-05,KKR,Arun Jaitley Stadium,33.68753681869788
Ravichandran Ashwin,CHE,AR,2024-05-28,RR,Narendra Modi Stadium,18.497702121952297
Ravichandran Ashwin,CHE,AR,2023-05-26,GT,Eden Gardens,57.17474398298321
Ravichandran Ashwin,CHE,AR,2024-04-17,PBKS,Rajiv Gandhi International Stadium,35.733507816804575
Ravichandran Ashwin,CHE,AR,2024-04-03,GT,M. A. Chidambaram Stadium,19.01024616220085
Ravichandran Ashwin,CHE,AR,2023-04-13,KKR,Wankhede Stadium,7.970305614057905
Ravichandran Ashwin,CHE,AR,2024-03-16,CSK,Arun Jaitley Stadium,64.70844071289487
Ravichandran Ashwin,CHE,AR,2024-04-21,SRH,M. Chinnaswamy Stadium,43.34974211008428
Ravichandran Ashwin,CHE,AR,2024-03-17,PBKS,M. A. Chidambaram Stadium,25.72914784823453
